"time","velocity","count"
3000,0,3
3000,1,14
3000,2,20
3000,3,37
3000,4,36
3000,5,39
3000,6,46
3000,7,47
3000,8,39
3000,9,36
3000,10,31
3000,11,36
3000,12,25
3000,13,33
3000,14,14
3000,15,10
3000,16,8
3000,17,4
3000,18,5
3000,19,5
3000,20,3
3000,21,2
3000,22,3
3000,23,2
3000,24,1
3000,25,0
3000,26,0
3000,27,0
3000,28,0
3000,29,1
