"time","velocity","count"
500,0,6
500,1,14
500,2,31
500,3,31
500,4,32
500,5,45
500,6,33
500,7,37
500,8,49
500,9,37
500,10,29
500,11,40
500,12,21
500,13,25
500,14,16
500,15,17
500,16,11
500,17,9
500,18,6
500,19,1
500,20,3
500,21,1
500,22,2
500,23,2
500,24,1
500,25,0
500,26,1
500,27,0
500,28,0
500,29,0
