"time","velocity","count"
2000,0,2
2000,1,13
2000,2,34
2000,3,31
2000,4,39
2000,5,41
2000,6,45
2000,7,39
2000,8,36
2000,9,39
2000,10,20
2000,11,36
2000,12,32
2000,13,16
2000,14,19
2000,15,19
2000,16,11
2000,17,9
2000,18,3
2000,19,6
2000,20,6
2000,21,1
2000,22,0
2000,23,2
2000,24,0
2000,25,0
2000,26,1
2000,27,0
2000,28,0
2000,29,0
